nome,votos
DJALMA EUGÊNIO TIAGO,8219
EDSON DE FARIA,1651
EFIGENIO SOARES DE OLIVEIRA,9024
EUTAIR ANTÔNIO DOS SANTOS,139470
FERNANDO ANTONIO SANTOS DE SANTANA,974
FERNANDO FERRAZ RÊGO NEIVA,27960
GABRIEL MOREIRA DE ANDRADE,376954
GEORGE HILTON DOS SANTOS CECÍLIO,78678
GILMAR ALVES MACHADO,219611
IZAQUIAS PEREIRA DA COSTA,2300
JOAO CARLOS SIQUEIRA,156620
JOAO LUCIO MAGALHAES BIFANO,373815
JOSE EUSTAQUIO DE FREITAS,1175
JOSE LEONARDO COSTA MONTEIRO,243865
JOSE SARAIVA FELIPE,301720
JOSÉ ALMIR DA SILVA,10054
LEONARDO DA PIEDADE DINIZ FILHO,2003
LEONARDO LEMOS BARROS QUINTAO,609556
LUIS DO NASCIMENTO,5884
MANOEL MESSIAS MARQUES DIAS,6071
MARCOS GUIMARAES DE CERQUEIRA LIMA,105426
MARCOS MESQUITA FILHO,20051
MARCUS GARVEY PRATTI,1641
MARIA DO SOCORRO JÔ MORAES,132391
MARIA MARGARIDA MARTINS SALOMÃO,62542
MARILDA RIBEIRO RESENDE,35300
MAURO RIBEIRO LOPES,255481
MIGUEL CORREA DA SILVA JÚNIOR,344118
MIGUEL ÂNGELO DOS SANTOS,2735
MOACIR PEREIRA COIMBRA,1228
NELSON DA SILVA PEREIRA,1653
NEUSA APARECIDA DOS SANTOS,59758
NEWTON CARDOSO,159542
NEYMAR CAMILO DA SILVA,1307
NILMÁRIO DE MIRANDA,109720
OBELINO MARQUES DA SILVA,20213
ODAIR JOSE DA CUNHA,698845
PAULO CESAR DE CARVALHO PETTERSEN,7665
PAULO GABRIEL GODINHO DELGADO,241046
PAULO PIAU NOGUEIRA,486261
PEDRO PAULO FERNANDES PESSOA,1210
REGINALDO LÁZARO DE OLIVEIRA LOPES,547179
RENATO FARIA SILVA,15304
ROGÉRIO FARAH,20801
RONALDO MARTINS FERREIRA,2607
RUBENS SCHRODER SOBRINHO,6316
SAULO MANOEL DA SILVEIRA,83421
SEBASTIAO NOGUEIRA,8016
SEVERINA TAVARES DE ARAUJO,477
SILAS BRASILEIRO,166171
SILVIO DE SA BATISTA,44825
WALLACY DE MENEZES ALVES,3034
WELITON FERNANDES PRADO,202177
WELLINGTON SALGADO DE OLIVEIRA,95981
ADEMIR CAMILO PRATES RODRIGUES,282538
ALAÔR LEITE DE ALMEIDA,8436
ANDRESA SÁ DE OLIVEIRA,1271
ANTÔNIO JOSÉ DE SOUZA BRITO,1526
CARLOS ALBERTO PEREIRA,159230
CARLOS ROBERTO JACINTO DE MELO,1894
DEUSDETE ANTÔNIO DE CARVALHO,1506
HAROLDO DARTAGNAN DE CARVALHO,10610
JOSÉ EDITIS DAVID,6708
JOSÉ GETULIO FREIRE,4525
JOSÉ MARCIANO TEIXEIRA,5661
JOSÉ PEREIRA DE SOUZA,7132
JOSÉ SILVA SOARES,281195
MANOEL NERES DA SILVA FILHO,2149
MANOEL VESPÚCIO DA COSTA VASCONCELOS,4041
MARCELO AUGUSTO VILAS BOAS ALVES,3308
MARCELO VILELA CAULI,17950
MARCOS REZENDE SPÍNOLA,9122
MURILO FERREIRA ALVES,113264
MÁRIO LÚCIO HERINGER,149719
PÉRICLES RODRIGUES LEÃO,1741
RAFAEL RIBEIRO TEIXEIRA,1989
ROGÉRIO FERNANDES,81447
STELA MARES ALVES NEVES,2672
SÉRGIO MIRANDA DE MATOS BRITO,64972
WILLIAM PARREIRA DUARTE,14124
ADEMAR FERREIRA DE CASTILHO,1355
MARIA GORETE PEREIRA AUGUSTO,1983
CELIO HENRIQUE DA SILVA,945
LUCIA VIEIRA DA CRUZ,1148
WADSON NATHANIEL RIBEIRO,145980
MARCELO SANTOS CARVALHO,1358
FELICIO GONÇALVES DE FREITAS,2489
JAIRO ATAIDE VIEIRA,99746
ITAMAR VASCONCELLOS DIAS,2637
MARIA SALETE DOS SANTOS,588
MARLENE ELMAZA GOMES FIGUEIREDO ROCHA,1009
NASTA HANNA JOUKHADAR,1309
JÚLIO CARLOS GASPARETTE,36108
SOLANGE VITÓRIA LOURENÇO OLIVEIRA,1752
MAIRA DOS SANTOS CARLOS,728
ROSEMARY BAETA,2068
PAULO CESAR FERREIRA DOS SANTOS,26778
MARIA LUIZA LOPES DA COSTA,999
WILSON JOSE DA CUNHA,40014
DALMES DUTRA CARDOSO JUNIOR,1199
ONOFRE REIS SOARES,747
JARI TRINDADE MENDONÇA,1984
ANDRE REZENDE PEREIRA,2340
CRISTIAN RANGEL MARINHO,496
DENÍLSON FRANCISCO TEIXEIRA,18052
SIFREDO GONÇALVES QUARESMA,691
ROBERTO GERALDO ALVES CORREA,3345
EDIMILSON SANTOS VIANA,948
HELIO JOSÉ TOLLENDAL COSTA,7218
ANTONIO JOAO DE SOUZA,1331
ANTONIO FARIA DE ALCANTARA,2737
OTAVIO MARCELO GUIMARÃES,2095
JOSE HENRIQUE DE SOUSA,1101
LEANDRO CHAGAS DEMETRIO,1204
ARIVALDO SOUZA DE OLIVEIRA,950
ANA MARIA DO CARMO MACIEL,1775
EUCLIDES RODRIGUES DOS SANTOS,780
RONALDO GONZAGA DOS SANTOS,1736
CLAUDIONEI NUNES NASCIMENTO,3269
MARDELENE CEZAR RODRIGUES DE JESUS,1947
ALBERTO FERREIRA DE ANDRADE JÚNIOR,1585
ANTÔNIO JOSÉ DO EPÍRITO SANTO MAUÉS,2826
FABRÍCIO OLIVEIRA GOMES,1674
GLEYDSON ALVES PONTES,2512
JORGE CLEY DE OLIVEIRA ROSA,4892
JORGE MESSIAS DO NASCIMENTO FLEXA,1013
JOSUÉ PERES DOS SANTOS,2447
JOSÉ JUNATAS DA COSTA,990
MARCUS BENEDITO FERREIRA LOBATO,8735
NORMACI BARRETO DURÃES,614
OTÁVIO BARBOSA DE SOUSA,3059
SILVIA LETÍCIA D'OLIVEIRA DA LUZ,736
JOSUE BENGTSON,170425
ASDRUBAL MENDES BENTES,96624
CATARINO RIBEIRO DE LIMA,26448
ELCIONE THEREZINHA ZAHLUTH BARBALHO,168773
JOSE BENITO PRIANTE JUNIOR,83811
LUIZ OTAVIO OLIVEIRA CAMPOS,109536
VANESSA CORREA VASCONCELOS,13068
VICENTE DE PAULA MACIEL LOBATO,4790
WALDECYR LEAL DOS SANTOS,4771
WLADIMIR AFONSO DA COSTA RABELO,202947
ANDRE TEIXERA DIAS,61702
DELMIRO VIEIRA PEIXOTO JUNIOR,934
JOAO DUDIMAR DE AZEVEDO PAXIUBA,15497
JOAO JULIO DO AMARAL,2217
JOSE HILTON PINHEIRO DE LIMA,2096
JOSE LEONCIO DA SILVA,3318
MARIA AUXILIADORA NUNES DE SA,3520
NILSON PINTO DE OLIVEIRA,114088
RAIMUNDO VALRY DE MORAIS,9625
WANDENKOLK PASTEUR GONCALVES,182240
ZENALDO RODRIGUES COUTINHO JUNIOR,314049
ARNALDO JORDY FIGUEIREDO,125436
CARLA CRISTINA FREITAS DOS SANTOS,14744
INACIO MAROJA BRITO DE ALBUQUERQUE,1878
JAIRSON DO CARMO RIBEIRO GAIA,950
JOSE MARIA DA SILVA PINHEIRO,4616
JOSE RIBAMAR CORREA RIBEIRO,1221
MARIA NEUCI DOS SANTOS FERNANDES,4559
NELSON FRANCISCO MARZULLO MAIA,700
ADALMILSON DE SOUZA DUARTE,766
JOAQUIM DE LIRA MAIA,111303
MARCLEY MONTEIRO LIMA,2660
MARCOS ANTONIO BATALHA BANDEIRA,6497
NELSON DA SILVA PARIJÓS NETO,6869
ADEMIR GALVAO ANDRADE,80260
ANTONIO CAXINAUA GUALBERTO JUNIOR,2154
ANTONIO SAMPAIO NETO,5546
CLAUDINEI PEREIRA BARBOSA FURMAN,6844
CONCEICAO DE NAZARE OLIVEIRA DA SILVA,626
DARIO JOSE BALIEIRO BERNARDES,9560
EMILIANO QUARESMA DOS SANTOS,2818
GIOVANNI CORREA QUEIROZ,178087
IVALDO JOSE PIMENTEL,2526
JORGE LUIZ GUIMARAES PANZERA,51284
JOSE CARLOS LIMA DA COSTA,31269
LEONISIO LOPES TRINDADE,1456
MALAQUIAS DE ALMEIDA SANTOS,2896
MARCOS ANTONIO BRITO PEREIRA,2390
NAPOLEAO COSTA OLIVEIRA,5185
ODAIR SANTOS CORREA,9321
PAULO DE SOUSA BASTOS,13399
PAULO JOAQUIM DE JESUS,1892
PAULO SERGIO RABELO COSTA,6265
RAIMUNDO AUGUSTO NUNES DA SILVA,5609
RAUL BATISTA DE SOUZA,65821
FABIO SIMÃO LUIZ OLIVEIRA,1642
CARLOS EDUARDO CARDOSO MARTINS,181637
CLAUDIO ALBERTO CASTELO BRANCO PUTY,166899
ESMERINO NERI BATISTA FILHO,81114
GERSON DOS SANTOS PERES,147361
JOSE CARLOS SOARES TAVARES,5828
JOSE GERALDO TORRES DA SILVA,297623
JOSE ROBERTO DE OLIVEIRA FARO,188042
LUCIO DUTRA VALE,284419
MARCIO ANDRE BARROS MOREIRA,2382
RAIMUNDO DE PINHO MARQUES,15979
AZIEL CARVALHO NEVES,3586
FERNANDO MARCULINO GUIMARES,6687
JOSE DA CRUZ MARINHO,164785
CARLOS AUGUSTO XAVIER DO NASCIMENTO,26576
JOAO DAS GRACAS MORAES,730
ANTONIO MASSUD DE SALES PEREIRA,53407
GLAUCIONE SILVA COSTA,7664
CARLOS ALBERTO PEREIRA DA CUNHA,24627
JOSE DILSON MELO DE SOUZA JUNIOR,3225
JANAINA BARBOSA DE OLIVEIRA,4535
RUBENS DE SOUZA ROCHA,10890
MARIO ADOLFO FURTADO REBELO JUNIOR,3168
FRANCISCA ALVES DE SOUSA,1890
JOSÉ WAGNER DE OLIVEIRA,1027
CAMILO SOBREIRA DAURTE FILHO,880
GILSON FERREIRA DA SILVA,1228
FLORIANO MARQUES DA SILVA,2373
IDELTONI RIBEIRO SOARES,865
JOSÉ RODRIGUES FILHO,2233
SILVIO ROBERTO CALAÇO,865
JOSÉ WELLINGTON ROBERTO,67714
ARMANDO ABILIO VIEIRA,90475
LUIZ ALBUQUERQUE COUTO,81410
SÉRGIO RICARDO PEREIRA DA CRUZ,1338
FERNANDO JORDÃO DA SILVA,3085
PETRONIO DOS SANTOS LIMA,937
ALZENI RODRIGUES DOS SANTOS,2587
PHILEMON RODRIGUES DA SILVA,17626
ANA PAULA DE OLIVEIRA,3003
WALTER CORREIA DE BRITO NETO,10374
EDVAN CARNEIRO DA SILVA,13517
ERIVAM PEREIRA DA SILVA,1451
MARIA BETÂNIA DA SILVA,989
MAURILIO JOCA CABRAL,2479
FRANCISCO DE PAULA ATAIDE GONZALEZ,7262
WALTER CORREIA DE BRITO FILHO,3998
FRANCISCO SALUSTIANO CORREIA NETO,3791
AGUINALDO VELLOSO BORGES RIBEIRO,98442
IJEILSON RODRIGUES DA SILVA,1049
LEONARDO DE MELO GADELHA,86258
LIDIA DE MOURA SILVA CRONEMBERGER,2996
ROSILDA GUEDES DA SILVA DE MIRANDA,839
SÉRGIO DA SILVA LOURENÇO,3697
ABELARDO JUREMA FILHO,21982
ANTONIO ROBERTO DE SOUSA PAULINO,40087
BENJAMIM GOMES MARANHAO NETO,47466
FLAVIANO QUINTO RIBEIRO COUTINHO,146291
JOSE FERNANDO COSTA CARVALHO,32031
JOSE LUIZ BARBOSA RAMALHO CLEROT,27317
JOSE WILSON SANTIAGO FILHO,53303
MANOEL ALVES DA SILVA JUNIOR,149112
OZANILDA GONDIM VITAL DO REGO,53115
FLÁVIO LUIS DE MENEZES,1280
WASHINGTON JOSE PESSOA FURTADO RODRIGUES DINIZ,1481
RICARDO CARDOSO AGRA DE CASTRO,2508
ADAILTO BARROS DE SOUZA,5358
ANA CLARA MAIA DE OLIVEIRA,2786
JULIO RAFAEL JARDELINO DA COSTA,24033
LILIANE DE OLIVEIRA,3481
JOSE ANDREA MAGLIANO FILHO,7801
MARIA DO SOCORRO PIMENTEL,4157
EDVALDO JOSE CAIÇARA,2125
HUGO MOTTA WANDERLEY DA NOBREGA,33783
DJALMA VARELA BEZERRA,1151
JOÃO MARQUES ESTRELA E SILVA,8918
ANTONIO IVANES DE LACERDA,10826
BONIFACIO ROCHA DE MEDEIROS,9769
DAMIÃO FELICIANO DA SILVA,47687
EFRAIM DE ARAUJO MORAIS FILHO,76216
FABIO RODRIGUES DE OLIVEIRA,37826
FLÁVIO EMILIANO MOREIRA DAMIÃO SOARES,4144
GERALDO AMORIM DE SOUZA,16159
JOAO BATISTA FREIRE VIEGAS,4959
KLEBER FERNANDES DA ROCHA SOUZA,1386
PAULO ROBERTO DE AQUINO NEPOMUCENO,11824
ROMERO RODRIGUES VEIGA,66878
ROSSANA CRISTINA HONORATO DE OLIVEIRA,1924
RUY MANOEL CARNEIRO BARBOSA DE ACA BELCHIOR,93012
JEOVA VIEIRA CAMPOS,48700
RAMIRO MANOEL PINTO GOMES PEREIRA,1989
JOSE ROBERTO SANDOVAL,6013
ALCIR SILVA JUNIOR,1772
ALDAIR TARCISIO RIZZI,21759
ANA CRISTINA DE SOUZA POLICARPO,1125
ANA PAULA ALVES TELES,727
ANTONIO CARLOS DA SILVA FIGUEIREDO,9024
ANTONIO CARLOS DE ALMEIDA,1972
CARLOS EDUARDO DE OLIVEIRA BRASIL,1863
CARLOS ROBERTO CARNEIRO,1820
CARMEN CHAVES SOARES,1174
ELISETE MENIN ARNOLD,719
HERNANI DA SILVA,2475
IRANI FRANCISCO DE SOUZA PEREIRA,11310
JAIRO DE OLIVEIRA E SILVA,1969
JAIRO TAMURA,23745
JOAO BOSCO DOS SANTOS,2164
JOAO CARLOS DA COSTA,1986
JOSE DOMINGOS BORGES TEIXEIRA,13003
JOSE DOMINGOS SCARPELINI,6015
LEONIDAS EDSON KUZMA,48464
LEOPOLDO COSTA MEYER,25454
LUIZ CARLOS GOMES,2703
MANASSES OLIVEIRA DA SILVA,42208
MARCELO PEREIRA RAMALHO,1833
MARCIO FERREIRA PEREIRA,1957
MARIAN DO ROCIO TEIXEIRA,837
MARIO JORGE MASSARIOL MARQUES,2038
MAURICIO LOPATIUK,2428
NIRCE DA SILVA DE SOUZA,719
PAULO SONI,4081
RUTH DE SOUZA,1361
SERGIO ZADOROSNY FILHO,5889
ADRIANA FERREIRA PAULMICHL,752
ALBERTO ABRAÃO VAGNER DA ROCHA,6127
ALMEDES MARTINS DE OLIVEIRA,2209
ANTONIO MARCOS RAIMUNDO DA SILVA,1666
ARYZONE MENDES DE ARAÚJO,12677
CLAIR DA FLORA MARTINS,24745
CLEUSA ROSANE RIBAS FERREIRA,29316
EDUARDO GUILHERME REINER,4426
EURICO BRAZ DE BOMFIM,5263
EVERTON PAULO ROMAN,1146
JOSÉ AUGUSTO FELIPPE,20243
JOSÉ FRANCISCO DE QUADROS,564
JOSÉ ROBERTO JACOMEL,3730
JOSÉ TUROZI,5533
JOÃO BATISTA DE LIMA NETO,398
JURACI MARLENE DE MOURA SANTOS,317
LEANDRE DAL PONTE,13880
LUCIANO OTAVIO DE ARAÚJO CARNEIRO,16908
MARCELINO VIEIRA DE FREITAS,3855
MARCELO DE SANT ANA PINTO,1089
MARCOS ROGÉRIO LOBO COLLI,2515
MAURÍLIO JANUÁRIO,5022
NIVALDO DA SILVA,1457
NÉLIO VALENTE COSTA,11848
ROGÉRIO DA SILVA ALMEIDA,6704
SUELI ELIZABETH WESTARB CRUZ,1311
THIAGO MARCILIO DA SILVA,1434
VALTER MAINARDES,1277
ADEMIR ANTONIO DOS SANTOS,3030
ALEX CANZIANI SILVEIRA,268602
ALEX GOMES DE OLIVEIRA,1609
ANTONIO CARLOS UTRILA GARCIA,7677
APARECIDO DA SILVA GOUVEIA,1265
CARLOS HENRIQUE SÁ DE FERRANTE,21825
CLAUDINEI MENEGUETTI,1070
GILDA FERREIRA ZANETTI,928
ISMAEL ALVES DOS SANTOS,1421
JANDERSON FLÁVIO MANTOVANI,4082
JOAQUIM GONÇALVES DE OLIVEIRA,7099
JOÃO AGUILAR NETO,3388
MARIA DOLORES SASSELLA,802
MARIA LUCIYMEIYRE PULZATTO PIACIEVSKI,2238
MAURICIO BASTOS,2109
NEUSO MORELLO RAFAGNIN,24051
OSCAR ESPRIZON,1237
OSMAR LUIZ LAMONATO,1257
SEBASTIÃO ZANARDINI ALMEIDA,692
VALTER SAMARA,2001
ABELARDO LUIZ LUPION MELLO,167931
AFFONSO ALVES DE CAMARGO NETO,50592
AKITO WILLY TAGUCHI,6319
ANTONIO RICARDO DOS SANTOS,11593
BENEDITO CANDIDO DA SILVA,3274
BERNARDINO BARRETO DE OLIVEIRA,79972
CARLOS JULIANO BUDEL,15694
CEZAR AUGUSTO CAROLLO SILVESTRI,93355
DEMÉTRIO CESAR TONON,9644
DILCEU JOÃO SPERAFICO,153899
DIONISIO BANASZEWSKI,2051
EDUARDO FRANCISCO SCIARRA,189109
ELLEN APARECIDA SANTOS,1491
FABIANO DOS SANTOS,3145
FABIANO VICENTE VENETE ELIAS,16121
FERNANDO DESTITO FRANCISCHINI,70245
GERSON AURELIO MARTINS,2306
JACOB ALFREDO STOFFELS KAEFER,108986
JOÃO DESTRO,80972
JÔNATAS LUIZ MOREIRA DE PAULA,4369
KLEBER DE MORAES MACHADO,4092
LEONIDES ANTONIO DE MORAES,2076
LUCIA ROSA BECKER DOS SANTOS,1989
LUCIANO PIZZATTO,55511
LUIZ CARLOS JORGE HAULY,258474
LUIZ CARLOS SETIM,94757
LUIZ HILOSHI NISHIMORI,65899
LUIZ JOSE DE BRITO,7155
MARCELO AMARAL CARRIJO,1404
MARIA APARECIDA BORGHETTI,191569
MARIA LIDIA KEMPA,1259
MARINALVA RAMOS BARBOZA,1757
NELSON MEURER,94449
PAULO ROSENMANN,65220
PEDRO EVANGELISTA DOS SANTOS,7792
RUBENS BUENO,68142
SANDRO ALEX CRUZ DE OLIVEIRA,37998
TEREZINHA ANTUNES FUTSUKI,1722
AMARILDO ANTONIO CREVELIN,1435
BRUNO CÉSAR DESCHAMPS MEIRINHO,576
EDVALDO DA SILVEIRA,1044
EVERTON DROPA RODRIGUES,821
LUCIANO EGIDIO PALAGANO,570
ADAO RODRIGUES VIEIRA,1507
ALCEU BAPTISTA DE CAMPOS,1113
ALCIONE JORGE DA SILVA FRANCO,820
ANILTON DIONIZIO LIMA,841
ANTONIO CARLOS BARBOSA DE SOUSA,922
BERNARDETE APARECIDA DO NASCIMENTO,1103
CARLOS BENEDITO SICA DE TOLEDO,3397
CELSO FELIPE DE ARAUJO,1886
CLAUDIO RAIMUNDO KOVALSKI KAMINSKI,9056
DANIEL DE LIMA,1224
DILTO VITORASSI,38268
ELIO MOREIRA SANTOS,1052
ELIZEU RIBEIRO DA SILVA,1311
ELTON FRANCISCO SILVA PEREIRA,941
IRENE SANTANA MAGALHAES,732
JAURI DE OLIVEIRA PRESTES,2088
JOANA MACHADO DOS SANTOS,1210
JOEL RIBEIRO DOS SANTOS,1057
JOSE VIEIRA DE SANTANA FILHO,844
JURACI LUCIANO DA SILVA,19485
LEONARDO JOSE VALENGA,3692
LIDSON JOSE TOMASS,3814
LUIZ ADÃO MARQUES,8700
MARCIA APARECIDA DOS SANTOS,1272
MARCIA MARA LINDBECK,1291
MARIO SEIBERT,3552
MARLI WENSIBOSKI,995
MOYSES BERNARDO DA SILVA,1836
NADIR FERREIRA DA SILVA,1093
ORZALI ALVES DOS SANTOS,1190
OSNI FRANCISCO MINOTTO,1511
SILMERI LUGARINI,1174
TEREZINHA RIBEIRO PICOLO,1176
BENTO ELISEO ALEIXO,1665
CARLOS ANDRE SILVA TAMEZ,12799
CARLOS ROBERTO MASSA JUNIOR,252183
CELIO ANDRADE DA SILVA,457
EDMAR DE SOUZA ARRUDA,119419
ERASMO BULZICO,3008
FRANCISCO WALTER DE SOUZA FILHO,1983
HIDEKAZU TAKAYAMA,46831
LEIA FERNANDA DE SOUZA RITTI RICCI,6092
MAURO FERREIRA DA SILVA,860
NELSON PADOVANI,69315
OSVALDO BUSKEI,1006
RAUL GUILHERME PLASSMANN,6094
RICARDO ARRUDA NUNES,5775
SERGIO PAULO DE OLIVEIRA,11439
SUZANA MARGARIDA RABELO AMORIM,923
SERGIO DEMICHURKI,942
ADEMIR QUINTINO DA FONSECA,11386
AIRTON BERNARDO ROVEDA,61350
ALEXANDRE LOPES KIREEFF,103960
ALZIRO MELLI LOPES,6346
ANDRE LUIZ VARGAS ILARIO,172333
ANDRÉ ZACHAROW,59879
ANGELO CARLOS VANHONI,208315
ASSIS MIGUEL DO COUTO,50821
CRISTIANO DIONISIO,2810
ELIETE DE CAMPOS LIMA DO AMARAL,4123
FERNANDO LUCIO GIACOBO,94163
FLORISVALDO FIER,204120
FRANCISCO LACERDA BRASILEIRO,71324
FRANCISCO OCTAVIO BECKERT,55513
GERALDO CARTÁRIO RIBEIRO,40306
HERMES PARCIANELLO,62075
IRIS XAVIER SIMOES,20252
JOSE CARLOS BECKER DE OLIVEIRA E SILVA,175460
JOÃO JOSÉ DE ARRUDA JUNIOR,134634
LUIZ CARLOS PAIXÃO DA ROCHA,24989
LUIZA IZABEL SCHEFFER,3741
MARCELO BELTRÃO DE ALMEIDA,354471
MARCOS VILAS BOAS PESCADOR,38091
MARIA TEREZA CUNHA,1656
MARIO SERGIO BRADOCK ZACHESKI,1784
MOACIR MICHELETTO,440859
NEUDI MOSCONI,8047
ODILIO BALBINOTTI,104465
OSMAR JOSÉ SERRAGLIO,220609
REINHOLD STEPHANES,174359
RICARDO CRACHINESKI GOMYDE,48866
RONI ANDERSON BARBOSA,59844
WILSON PICLER,224352
FERNANDO JERONIMO BAPTISTETE MATARAZZO,3904
PEDRO CLAUDIO OLIVEIRA,709
MAURO BERTOLI,21980
DIRCEU SILVEIRA MANFRINATO,2903
OMAR SABBAG FILHO,18038
WALDIR TURCHETTI DA COSTA LEITE,20116
GERALDINO BATISTA DO NASCIMENTO,1004
ARAMIS CORDEIRO,1486
MARILENE PUCHTA,660
PEDRO DOS SANTOS LIMA GUERRA,47960
NILTON CAMARGO COSTA,6150
MARLI TEREZINHA FLORENTINO,7232
JOEL ESTEFANO IATSKIU,3262
VANIL BARBARINE,5342
OSMAR AQUILIO CARDOSO,523
ANTONIO CARLOS DE MARIO,1486
ANDRE CARLOS ALVES DE PAULA FILHO,137672
ANTONIO CICERO BATISTA,2762
ANTONIO MARCOS DA SILVA,1300
AUGUSTO RODRIGUES COUTINHO DE MELO,131941
BRUNO CAMPELO RODRIGUES DE SOUZA,101997
BRUNO CAVALCANTI DE ARAUJO,144309
EDGAR MOURY FERNANDES SOBRINHO,101231
EDUARDO PESSOA DE CARVALHO,14867
GEOVANE JOSE GOMES DE ALMEIDA,2262
GERSON COSME DO NASCIMENTO,1084
JOSE DE ARIMATEIA JERONIMO SANTOS,13200
JOSÉ MENDONÇA BEZERRA FILHO,137417
MARLOS MAGALHAES PORTO,5193
OSVALDO DE SOUZA COELHO,39608
RAUL JEAN LOUIS HENRY JUNIOR,237346
SEVERINO SERGIO ESTELITA GUERRA,131420
VERONICA DA SILVA DIAS,2253
ALBERISSON CARLOS DA SILVA,3790
ANTONIO PEDRO DA SILVA,3104
ARLINDO NEMESIO DE SIQUEIRA CAVALCANTI NETO,18875
DAVID BATISTA SANTIAGO,2324
EDMAR DE OLIVEIRA E SILVA,27863
EGILDO FELICIANO DA SILVA,892
JERUSA RODRIGUES BRENNAND,4844
JOSE EDSON DA SILVA,1320
JOSE GENECI DE QUEIROZ,1050
JOSE PEREIRA DE ARAUJO,17466
JOÃO DE MOURA BARBOSA FILHO,1100
MANUEL ANTONIO DE LIMA FILHO,6910
NUNES RAFAEL MENDES COELHO,6735
RICARDO SALVINO DO NASCIMENTO,1586
NIVALDO LUIZ DA SILVA FILHO,893
PAULO CAMELO DE HOLANDA CAVALCANTI,1664
ROSALVO ANTONIO DA SILVA,1454
MARIA ALVES FERREIRA DE MORAIS,1210
ANDRÉ ALVES GUIMARÃES,2510
ANDRÉ LUCIANO DE VASCONCELOS,2034
DAVI FORTUNATO DOS SANTOS,1041
EDILSON GOMES DE MELO,2277
EDILSON PEREIRA DA SILVA,2291
EDSON DE OLIVEIRA BARBOSA,2035
ERCILIO FRANCISCO VALERIO,2152
FRANCISCO XAVIER FIRMINO,2449
GALDINO PEREIRA DA SILVA NETO,1600
HORÁCIO FREIRE DE SÁ JUNIOR,5746
ILTON PEREIRA DE LIMA,2402
JEZER ALVES DA SILVA,3811
JOSAFA TEIXEIRA DA SILVA,1803
JOSÉ ROBERTO GUEDES DA CRUZ,3331
MARCOS ARMANDO DE BRITO,1921
MARCOS FERREIRA DO NASCIMENTO,3129
MARIA DE LOURDES OLIVEIRA DE MELO,1627
PAULO FERREIRA DA SILVA,2880
WILSON WANDERLEY NETO,2734
JOAO INOCENCIO GUIDO,7607
MANOEL COELHO PEREIRA PANTA,1786
SHIRLEY CARVALHAES DE CAMARGO,6031
LUCIANO MORAIS DE SOUZA,1723
CAROLINA MARIA DE MAGALHÃES ELÓI,637
CRISTIANO CARRILHO SILVEIRA DE MEDEIROS,1024
FLAVIO ERNANE MODESTO SIMEAO,2082
GEORGEM MOUTINHO SILVA,1373
JOSE CARLOS TEIXEIRA DE LIMA,876
JOSÉ PAULO DANTAS DA SILVA,826
TELMO SILVA MENDES,1412
ANA LUCIA ARRAES DE ALENCAR,202339
ANDERSON FERREIRA RODRIGUES,31300
ANTONIO CHARLES LUCENA DE OLIVEIRA MELLO,26291
ANTONIO WILSON SPECK,12154
CARLOS EDUARDO CINTRA DA COSTA PEREIRA,63508
DANILO JORGE DE BARROS CABRAL,109533
EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,188045
FERNANDO ANTONIO DO NASCIMENTO,59481
FERNANDO BEZERRA DE SOUZA COELHO FILHO,120783
FERNANDO DANTAS FERRO,142904
FRANCISCO EURICO DA SILVA,41775
GILVAN LEONEL DE ASSUNCAO,5784
HUMBERTO CALACA DE ALMEIDA JUNIOR,31149
INOCENCIO GOMES DE OLIVEIRA,100467
ISAIAS GOMES DA SILVA,4004
JOAO PAULO LIMA E SILVA,197278
JORGE WICKS CORTE REAL,105622
JOSE AUGUSTO MAIA,27683
JOSE MIGUEL DE SALES,14677
JOSE SEVERIANO CHAVES,195936
JOSENILDO SINESIO DA SILVA,61297
LUCIANA BARBOSA DE OLIVEIRA SANTOS,79440
LUIZ GONZAGA PATRIOTA,61432
MARCOS ANTONIO RAMOS DA HORA,20510
MAURICIO RANDS COELHO BARROS,197254
MOISES FRANCISCO DA SILVA,6014
NELSON PEREIRA DE CARVALHO,83272
OSINALDO VALDEMAR DE SOUZA,13628
PAULO RUBEM SANTIAGO FERREIRA,60515
PEDRO EUGENIO DE CASTRO TOLEDO CABRAL,244719
ROBERTO SERGIO RIBEIRO COUTINHO TEIXEIRA,138316
SEVERINO DE SOUZA SILVA,29750
SILVIO SERAFIN COSTA,109244
WOLNEY QUEIROZ MACIEL,147636
ZACARIAS VILHARBA,25398
OMAR FARIAS DA SILVA,1876
MARCELO OLIVEIRA MACIEL,8147
JOSE ANTÃO DA SILVA FILHO,460
ANDRE HENRIQUE PIMENTEL LUCENA,12283
LUCICLEIDE ANDRADE DE SANTANA,2346
HUGO NAPOLEÃO DO REGO NETO,104420
JOSE ALBERTO LEMOS DUARTE,1598
JOSÉ DE ANDRADE MAIA FILHO,95742
JOSÉ FARIAS LIRA,3357
JOÃO MACHADO DE SOUSA,9000
JULIO CESAR DE CARVALHO LIMA,145777
NESTOR VIRGILIO MONTEIRO MOREIRA RAMOS,14133
PEDRO PAULO SOARES DA COSTA,5154
RENATO PIRES BERGER,32379
WALKE RODRIGUES ALVES PRADO,6857
